mds_code,bookid,title,description
644,31701991,Home energy applications on your personal computer,"Includes Programs for Adding Up Costs & Benefits of Weather Stripping, Insulation, Thermostat Timers, Air Conditioning, Storm Windows, Etc. Programs Will Run on All Popular Home Computers"
644,3461605,Basic Wiring for Canada,"This book specifically complies to the latest Canadian Electrical Code, and provides simple instructions for electrical repairs and projects. Most do-it-yourselfers don't give a second thought to doing repairs or projects around their homes; until it comes to an electrical project. This book provides step-by-step procedures that give you the knowledge and confidence to execute your own electrical projects. The first three sections explain how electricity works in your home, the terms you will need to know to buy the right electrical materials for the job, and the tools that you will need to properly and safely make the repairs. The chapters that follow cover basic electrical projects in order of difficulty, throughout your home, such as working with wire, switches and outlets, replacing cords, plugs and sockets, installing lighting, and working with electricity in new and existing construction.This book is not intended to make you into a professional electrician. In fact, you will find notations every so often that advise you to call in a professional to handle special procedures. In some areas, local and provincial codes require that you have your work inspected by a professional once you complete a project. This is the smart, safe way to handle it , and you almost always will find that the cost of professional help is not prohibitive.This easy-to-follow book simplifies the often difficult subject of wiring so that you can address your own electrical repairs, maintenance and new projects with detailed information. Features Over 400 full-colour illustrations, step-by-step procedures, detailed glossary, expert advice on testing and troubleshooting to keep wiring work safe and trouble-free."
644,34702767,The Home Energy Handbook: A Guide to Saving and Generating Energy in Your Home and Community,"'The Home Energy Handbook' is a guide to saving and generating energy. Covering energy efficiency, insulation, passive solar, solar water heating, wood fuels, heat pumps, combined heat and power, solar PV, micro-hydro and small scale wind power, it shows you how to choose the right technology for your situation."
644,3570128,"Switch!: Home-Based Power, Water and Sewerage Systems","Switch on your own, home-based power, water, garbage and sewerage systems. You don't need to know a Watt from a Wallaby to enjoy your independence: home-based systems can be practical, cheap, simple to install, and fun."
644,4313251,Water: Use Less-Save More,"Did you know that we use 70% more water today than we did 40 years ago? Or that about 95% of water that gets delivered to our houses goes down the drain? And that a garden hose can use almost as much water in an hour as an average family of four uses in one day? Our population is growing, our climate changing and our lifestyle demands more and more water. Quite simply, we are consuming too much. And with water usage at an all-time high, rationing is round the corner. But the good news is that there are numerous things we can do both at home and at work to reduce our consumption of water, save money and help the environment. This book lists 100 ways in which to do your bit. Tips range from simple measures, such as turning off the tap while you clean your teeth to more drastic ones, such as installing a rainwater harvesting system. Interspersed with ""Did you know?"" facts and photographs throughout, this pocket guide will transform the way you use water."
644,4313260,Energy: Use Less - Save More,"Did you know that: ï our demand for electricity grows by about 3% every year? ï just lowering the temperature of your thermostat by 1 degree Celcius can reduce your energy bill by 10%? ï energy-efficient light bulbs last about 12 times longer than ordinary bulbs, and each one will save you about £7 a year? ï almost 40% of all the heat that we buy to warm up our rooms escapes through our walls and roof space if theyíre not insulated? ï if we didnít leave our TVs and other gadgets on stand-by, we could shut down two power stations? Weíre all using more and more energy: charging up our mobiles and laptops, keeping our rooms so hot that we walk around in short sleeves in the winter, or leaving lights on all day and night whether we are using the rooms or not. But the consequences of using so much so freely is causing our climate to change, and our energy bills to rise. There are many small things we can do which cost nothing but can make a difference. This book gives you over 100 tips for saving energy, money and the environment, ideas for taking it a bit further with solar installation or wind turbines, plus facts about our energy use and its impact on our climate."
644,4402246,what to do when your mom or dad says turn off the water & lights!,Discusses the need for water and electricity conservation and offers tips for saving energy inside and outside the home.
644,4662501,Best-Loved Food of the 50s,What fun! This nostalgic cookbook celebbrates all those '50s favorites- from casseroles to grilled steaks.
644,4851347,The It's So Natural' House Book,"As resources dwindle and the price of heating and cooling houses rises, it makes sense to lower energy bills and find ways to conserve water, electricity and money. This easy-to-follow book offers tips, instructions and advice on how to do this. Topics covered include conservation and recycling, how to conserve electricity, using solar energy and enjoying chemical-free gardens."
644,4859121,The Carbon-Free Home: 36 Remodeling Projects to Help Kick the Fossil-Fuel Habit,"Having weaned themselves completely from fossil fuels in their conventional 1930s urban house, Rebekah and Stephen Hren provide a map for others to do the same. Their book shows first how to reduce energy consumption, then to retrofit existing homes to obtain all heating, cooling, cooking, refrigeration, hot water, and electricity from renewable sources. The Hrens also provide advice on renewable methods of transportation and home gardening. These practical approaches fit anyone's budget and can be implemented over time to progressively liberate a home from fossil-fuel dependency. Read this book - then grab your handsaw, tape measure, and drill, and get started! A life powered by the sun is waiting for you. Meant as a guide for renovating existing homes, The Carbon-Free Home gives you the hands-on knowledge necessary to kick the fossil-fuel habit, with projects small and large listed by skill, time, cost, and energy saved. For every aspect of your life currently powered by fossil fuels, The Carbon-Free Home offers alternatives you can accomplish yourself to get started using renewable and sustainable sources of power. ""It's hard to imagine a more comprehensive, and comprehensible, guide to making your home work for you and for the planet, inside and out. It's frugal, it's sensible, and it will help!"" - Bill McKibben, author of Deep Economy and Fight Global Warming Now"
644,4967741,Contemporary Lighting,"Lighting has a crucial effect on any room. Deciding how to light a home or office requires decisions about the desired atmosphere, the preference for functional as opposed to ambient lighting, and the possibilities for enhancing the décor. This illuminating manual from two renowned designers will help you make these choices and select the best solutions from the wide and changing range available today. Starting with the basics, like the distinction between halogen and fluorescent bulbs, and how down-lighting differs from spot-lighting, this designer resource examines all kinds of fixtures in detail. Whatever your requirements-from information about individual items that inspire or a whole scheme that brings a room to life-you'll get the help to analyze your needs and identify how to meet them."
644,5063078,Greening Your Home: Sustainable Options for Every System In Your House,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. Choose Green Systems That Conserve Resources While Matching Your Budget and Lifestyle A vital conservation and money-saving tool, Greening Your Home provides helpful information that will help you select sustainable green options that match your specific needs for every system in your house. This ""one-stop"" guide provides the latest information on systems and materials that conserve resources for a cleaner, more energy-efficient home. From the lively writing, with illustrations and examples, you will learn how to incorporate sustainability into your house in beautiful, cost-effective, and environmentally responsible ways. Both inspirational and practical, Greening Your Home features: A wealth of green building and remodeling options for homeowners Photographs and information on green products and systems and their advantages Your Complete Guide to a Green, Energy-Efficient Home Material Options: * Structural Insulated Panels * Low-VOC Paints * Replacement Windows * Green Certified Doors * Glass Block * Fly Ash Concrete * Bamboo and Cork Flooring * Plastic Plumbing Pipe * Red Cedar Siding * Recycled InsulationRecent Technology: * Power Consumption Monitors * Timers and Motion Sensors * Low-Flow Plumbing Fixtures * On-demand Water Heaters * Radiant In-floor Heating * Heat and Energy Recovery Ventilators * Whole-house Fans * Spray Foam Insulation * Induction Cooktops * Horizontal Axis Washers/DryersGreen Practices: * Reducing Your Carbon Footprint * Green Power * Saving Money Twice * Community-Supported Agriculture * Growing Your Own Food * Composting Biodegradables * Using Graywater * Making Your Own Cleaning Products * Reusing Containers * Xeriscaping"
644,5922291,"Consumer Guide to Home Energy Savings : Save Money, Save the Earth","The most complete and up-to-date guide available to energy savings in the home . Increasing the energy efficiency of your home can save you money, help the environment, and enhance your comfort, but how do you decide which improvements are the most beneficial and cost-effective? Completely revised to incorporate the latest developments in green technology, The Consumer Guide to Home Energy Savings is the definitive resource for consumers who want to better their home's performance while reducing their energy bills. Well-organized and highly readable, The Consumer Guide to Home Energy Savings begins with an overview of the relationships between energy use, economics and the environment. Updated and expanded chapters focus on specific aspects of any home, such as heating and cooling, ventilation, electronics, lighting, cooking and laundry, and provide helpful explanations for each, including: Energy use characteristics Comparisons between available technologies Cost-effective repair and replacement options Step-by-step guidance for finding the right equipment. This comprehensive resource is packed with tips on improving existing equipment and guidance for when and why to invest in new purchases, as well as a reminder to check local government and utilities for purchase or retrofit grants or incentives. It is a must-read for anyone concerned about reducing both their energy bills and their environmental impact."
644,6164069,Teach Yourself Saving Energy in the Home (Teach Yourself General),"It is easy being green Teach Yourself Saving Energy in the Home offers you straightforward, achievable cost-cutting and energy saving strategies. It gives you various ways to save energy in the home, even if it's just a rented property, with practical advice on heating, hot and cold water, electricity and appliances, stand-by systems, lighting, cooling systems--even how to manage your teenager's use of energy. There are chapters on how to save energy in your garden and guidelines on how to generate your own power. The book will also offer practical suggestions for responsible recreation, showing you how leisure interests can impact on the environment. It gives advice on green travel, including what make of car and which fuel to choose, and offers tips for saving energy in your workplace."
644,644925,How to Cook Italian,From the bestselling author of Every Night Italian comes a new bible of Italian cooking--consistently America's favorite cuisine--for the way we cook today. of full-color photos. Illustrations throughout.
644,6636718,Save Energy Save Money (Family Handyman),"A collection of over 200 simple projects to help save energy in the home including ways to conserve water, remodeling tips, installing insulation, and lighting."
644,6670796,Wood Energy: A Practical Guide to Heating with Wood,"Thorough guide to heating and cooking with wood, advises on selecting and installing a wood stove, cook stove, wood furnace or fireplace, and provides an extensive list of manufacturers of these products."
644,691017,Energy-Efficient Building (Best of Fine Homebuilding),"Although energy costs are near an all-time low, modern energy efficiency offers more than just savings: It offers comfort. With the help of this book, homeowners and builders can build lasting comfort into their homes -- and save money. This new addition to the best-selling Best of Fine Homebuilding series brings together 29 of the best articles from Fine Homebuilding magazine that cover topics from choosing ductwork and housewrap to building more efficient fireplaces and storm windows. The articles detail specific projects home-owners or builders can do to improve the energy efficiency of a traditional home. Over 200 photos and 50 color illustrations make concepts and product comparisons easy to understand, even for non-professionals. All of the articles are intended to solve common home energy problem: such as those associated with doors, skylights, water heaters, and heating systems. Energy-Efficient Building is an essential reference for homeowners and builders alike and invaluable to anyone building a new home."
644,7768546,The Homeowner&#039;s Handbook to Energy Efficiency: A Guide to Big and Small Improvements,"Helps homeowners set realistic personal goals for reducing their energy consumption. These methods for making homes more energy efficient will also improve comfort, safety, durability, and resale value. The book guides readers through the process of assessing current energy usage, and predicting the benefits and estimating the costs of remodeling options. With projects ranging from simple fixes to large-scale renovations, this book offers solutions for the energy-conscious homeowner, regardless of budget, technical ability, or time.--From publisher description."
644,7790141,"Processed Foods and the Consumer: Additives, Labelling, Standards and Nutrition","Processed Foods and the Consumer was first published in 1976. Minnesota Archive Editions uses digital technology to make long-unavailable books once again accessible, and are published unaltered from the original University of Minnesota Press editions. In this comprehensive guide, Professor Packard discusses problems and answers questions of paramount importance to the consumer concerning processed foods that are sold in the marketplace. The book is an excellent text for course use in classes in food science or technology, nutrition, dietetics, institutional food management, and related courses. It is also a valuable reference work for those in food industries and regulatory and health agencies, and for the concerned public."
644,7808244,Cut Your Energy Bills Now: 150 Smart Ways To Save Money and Make Your Home More Comfortable and Green,"Complemented by dozens of full-color photographs and drawings, a homeowner's guide to saving energy and money furnishes 150 practical, cutting-edge tips and techniques to reduce one's heating, cooling, and other energy costs by making a home more energy efficient and reducing one's carbon footprint. Original."
644,7820943,New Green Home Solutions: Renewable Household Energy and Sustainable Living,"Home Design & Décor. Nonfiction. HTML:Green living begins at home, and New Green Home Solutions tells you how. Most of the energy-derived pollution we produce comes as a direct result of our homes - how we heat them, how we cool them, how we keep them well-lit and full of things that make our lives so comfortable. The good news is that we have tremendous power to create change. Renewable energy design, better insulation and more efficient appliances could reduce energy demands by 60 to 80 percent. By embracing conservation and renewable energy, we can win our energy independence and help save the planet. Dave Bonta, president and founder of USA Solar Stores, the largest alternative energy retailer in the Northeast, has written about alternative energy and sustainable living for Green Living, Back Home Magazine, Alternative Energy Retailer and The Vermont Guardian. Bonta has studied renewable energy and energy efficiency for more than twenty years, is a frequent speaker at major green energy conferences across America and is a tireless advocate for green living. Also president of BioQuantum, Inc., a bio-fuels company, Bonta is the creator of BackHome chapters in America and is president of a renewable energy community organization, The Sustainable Valley Group. Stephen Snyder, communications director for USA Solar Stores, left New York City in 1995 to start an organic herb farm in Vermont with his wife, Melissa. He holds a degree in radio, television and motion picture communications from the University of North Carolina at Chapel Hill and has broad experience in communications, public affairs, and media relations. He also works as a freelance writer and has published The Brewmaster's Bible (HarperCollins), The Beer Companion (Simon & Schuster) and The Brewmaster's Recipe Manual. ."
644,7931423,Plumbing,"Outlines requirements for pursuing a merit badge in plumbing including a description of the tools needed, health and safety issues, working with different types of pipes, and home plumbing repairs."
644,8096319,Energy Efficient Homes for Dummies,A practical guide packed with tips and projects for increasing your home's energy efficiency while reducing costs and cutting down on waste and pollution.
644,8583820,Sugar Bush: Making Maple Syrup,"Text and illustrations describe the process of making maple syrup, one of America's oldest crops. Also includes projects and recipes."
644,8708876,Home Basics - Plumbing Made Easy: A Step-by-Step Guide for Common Plumbing Projects,"In this book the author walks you, step-by-step, through the most basic and most common plumbing projects all homeowners will encounter. Projects include: protecting pipes from freezing, applying caulk applications, replacing a faucet, replacing a dishwasher, repairing a toilet, fixing a damaged garden hose, and creating a fish pond."
644,8862922,"Save Energy, Save Money","-- Alvin Ubell, the Household Hints and Safety Reporter with Good Morning America, is the recognized expert on this topic.-- This book will be heavily promoted. A deal with the Cleveland affiliate of PBS has already been formed. In addition, Alvin Ubell will promote the book in Family Circle -- a magazine which has a circulation of over 10 million readers.-- This book will be out by the time the home heating season begins.Save Energy, Save Money will be a timely book that teaches readers what they can do to cut energy costs in the home and in the car. This book will be based on Alvin Ubell's Energy-Saving Guide for Homeowners -- a book which sold over 1,000,000 copies in its 10 printings from 1980 to 1988. Save Energy, Save Money will be a Do-It-Yourself book that covers specific things that all homeowners/car owners can do to save on their bills, such as how to make your furnace more efficient, how to save on lighting; how to minimize heat loss through windows and doors, how to use your appliances economically, how to find the most energy efficient car for your need, how to save on car fuel costs, how to take advantage of energy tax breaks, and more!"
644,8925121,Giuliano Hazan's Thirty Minute Pasta: 100 Quick and Easy Recipes,"The author of Every Night Italian ""has created a cookbook combining various types of pasta in ways that even people with little free time can enjoy"" ( San Francisco Chronicle ). Home cooks are once again looking to prepare well-balanced meals that include everyone's favorite food--pasta. Few of us, though, have the leisure to create a classic Bolognese meat sauce from scratch. For those who are as pressed for time as they are starved for a toothsome bowl of beautifully sauced pasta, Giuliano Hazan has created 100 scrumptious pasta dishes that can be put together in half an hour or less. Hazan's repertoire--hearty pasta soups, fresh-from-the-greenmarket vegetarian dishes, and meat and seafood sauces that take their cue from the classics of Italian cuisine--will let you bring healthful, hunger-satisfying pasta back to your family's weeknight supper table. Included are recipes for last-minute dishes, as well as useful advice on stocking your pasta pantry, choosing cooking equipment, and figuring out which pasta shape goes with which kind of sauce."
644,9025314,Dictionary of Food Microbiology,"Food microbiology plays an increasingly important role in food R & D, processing, sanitation, QC, biotechnology and nutrition. This professional reference book provides complete, expert definitions of more than 1,500 terms in the current vocabulary of food microbiology. The text also includes short articles on many of the important items defined, such as ingredients, microorganisms, foods, processes and equipment. 45 tables provide additional reference data in convenient form. 23 figures include schematics of processes and line drawings of microorganisms. In short, this is a mini-encyclopedia of food microbiology."
644,9097900,The CSIRO Home Energy Saving Handbook,"There has never been a more important time to save energy. Not only is it becoming more vital with every passing year to reduce our greenhouse gas emissions, but the rising price of energy is adding to the pain of households already hit by the Global Financial Crisis. The CSIRO Home Energy Saving Handbook shows us exactly what we can all do as individuals to cut our energy use without cutting back on our lifestyles. It is possible to be eco-friendly, save money and be just as comfortable!"
644,9727025,"When Changing a Lightbulb Just Isn't Enough: 150 Ways to Slash Your Household Bills & Save Energy, Too (Popular Mechanics)","There are many environmental reasons to go green--but did you know that eco-friendly choices are often financially smart choices, too? These Popular Mechanics -approved strategies offer double the value, conserving both money and natural resources at the same time. Best of all, you’ll get many simple solutions for common problems to implement in your own home. So if thinking globally seems too daunting, think locally--because even small changes can really add up. Want to lower your carbon footprint...and your bills? Popular Mechanics can help! - Find out how to reduce energy use, from insulating and greening the materials you use in and around the house to selecting the right appliances - Save water on your lawn care (and save on water bills) - Retrofit your car to lower harmful emissions--and get better gas mileage - Renovate your home with recycled or eco-friendly materials - Learn basic DIY tasks that curtail waste and lessen wear and tear - Can’t cover the initial costs of big home-improvement projects--even if it will save in the long run? See why a ""green mortgage” might be the answer Plus: quick fixes and weekend projects!"
644,9794668,Save Energy and Cut Your Bills: A Teach Yourself Guide (Teach Yourself: General Reference),Presents practical advice on ways to cut energy consumption and costs in one's home by reducing fuel and electricity use and generating energy.
645,1046467,"Accumulation and display : mass marketing of household goods in American, 1880-1920","180 entries on trade catalogs & other forms of advertising for furniture, ceramics, & other household objects provide a rich resource for studying material culture of the past."
645,10498923,Antiquaires: Flea Markets of Paris (Classics),"Paris insiders know the best place to go for inspiration is not the Louvre, and the best place to go to buy something fabuleux is not the Boulevard St. Germain: it is the famous antiques markets of St. Ouen. Christian Dior, Coco Chanel, André Breton, and today's leading artists and designers have all had their appetites whet by unique discoveries... Many of the most influential artists, designers, stylists, and decorators--Christian Dior, Coco Chanel, André Breton, Rudolf Nureyev, Madeleine Castaing--had their appetites whetted by their early finds at the Marché Serpette, Biron, Paul Bert, or any of the 16 clusters of dealers that today make up the largest marketplace of secondhand furniture, clothing, books, housewares, and art objects in the world. Where farmers and ragpickers once plied their finds, today the highly curated stalls outside the Porte de Clignancourt attract up to 150,000 visitors each weekend. Paris is a city that richly rewards its wanderers and seekers, and in Antiquaires, author Laure Verchere and photographer Laziz Hamani play flanêurs to capture the treasures of St. Ouen's appealing mélange of furniture, books, decorative objects, and curiosities--and the dedicated sellers who endow them with life. 180 illustrations"
645,10558921,The Debbie Thrower Christmas Handbook,"In this complete guide to the perfect Christmas, Thrower covers everything from buying a healthy tree to mail-order presents. Regular guests such as Mary Berry and Pat Chapman offer advice on cookery, decoration, cocktails and preparation timetables."
645,10584376,"Lotta Jansdotter Stencils: Decorate Your Walls, Furniture, Fabric, and More","There's something so satisfying about stenciling: It's easy, affordable, and it yields such impressive results. Especially when all the design work is done for you by the talented textile artist Lotta Jansdotter. Lotta's hand-drawn stencil motifs are cut out of durable plastic so they can be used again and again on all sorts of surfaces, from walls to fabric to furniture. Simply wipe the stencils clean with soap and water and stow in the handy storage pocket provided. Project instructions and photographs demonstrate how to repeat a design on a structured grid to achieve the look of wallpaper (for a whole lot less money), or apply designs randomly for a unique, playful effect. At just $24.95, this package is a DIY decorator's delighta real bargain, and beautiful to boot!"
645,10691130,Litchfield Style: Classic Country Houses of Connecticut,"Features the decorative interiors and gardens of homes in Litchfield County, Connectinut, which include farmhouses and Federal style buildings."
645,1077179,Mary Emmerling's Quick Decorating: Fast and Easy Projects for Every Room of the House (American Country Series),Mary Emmerling's American Country Cottages 0-517-58365 Mary Emmerling's American Country Details 0-517-583690
645,10862711,The Complete Painted Furniture Manual (English and Spanish Edition),Techniques for giving mediocre pieces of furniture a new look. More than 50 decorative patterns to trace down and paint are included.
645,10875275,My Home (My Very First Look At),"Labeled photographs introduce vocabulary words about familiar objects found in the kitchen, in the garden, and in the toolshed at one's home."
645,11387145,Knack Green Decorating & Remodeling: Design Ideas And Sources For A Beautiful Eco-Friendly Home (Knack: Make It Easy),"The home furnishings industry is undergoing a renaissance of new products that are less toxic for people, are made with renewable resources, and avoid processes that can harm the environment. The surprise is how sumptuous these new green choices are. This book showcases all the beautiful, environmentally friendly options you'd love to have in your home. Whether remodeling, redecorating, making a single product decision, or looking for that perfect finishing touch, here are new ideas that will delight. From first steps to gradual changes to guiding principles, this book shows how easy it is to make your home a little greener, starting today. Includes ideas for furniture and fabrics, wall and window coverings, floors and countertops, bed and bath, lighting, babies and children, pets, outdoor living, and finishing touches.--From publisher description."
645,11438248,"Home Fashions: Curtains, Draperies, Bedspreads, Valances, Swags, Pillows, Accessories","As you turn the pages of this book you will find ideas, both simple and dramatic, for incorporating curtains, shades, swags and cascades, blinds, valances and tiebacks into your home. With each window treatment you create, 'Home Fashions' will help you in making it a spiritied representation of your individuality."
645,1148159,Be Your Own Home Decorator: Creating the Look You Love Without Spending a Fortune,"This inspiring guide proves that it doesn't have to be difficult or expensive to decorate with charm and taste. Presented with an infectious can-do attitude and clear step-by-step instructions, Guntlow explains how to customize kitchens, bedrooms, living rooms, and baths, and offers ways to maximize storage space. Whether a home needs a massive overhaul or a ""quick-fix"" solution to problem areas, this book provides dozens of unique possibilities."
645,11486060,Spectacular Homes of Colorado: An Exclusive Showcase of Colorado's Finest Designers,"More than 250 photographs of the work of nearly 50 leading interior designers in Greater Denver, Aspen, and Vail"
645,11649100,Crap at My Parents' House,"An illustrated celebration of the trinkets and tchotchkes that accumulate over a lifetime—and turn ordinary family homes into weird museums . . . Deer-hoof bottle openers. Grizzly bear toilet paper holders. A copy of Sports Illustrated from 1983 with Hulk Hogan on the cover. You never know what you might find lurking at your parents' house. Standup comic and blogger Joel Dovev has made it his personal quest to compile a catalog of the useless, tacky, and utterly bizarre items that moms and dads not only acquire in the first place, but refuse to throw out, all for reasons unbeknownst to their kids. If you've ever helped with cleaning and organizing efforts—or just opened up a junk drawer or a box in the basement during a visit home—you're sure to recognize the feeling of stumbling across treasures such as these and asking yourself, ""Why?"" Packed with photos and humorous observations, Crap at My Parents' House is a very special journey sure to provoke a mixture of tender nostalgia . . . and head-shaking bafflement."
645,11716206,New Holland Professional: Upholstery: The Complete Guide to Professional Results,"This book takes the student or home upholsterer on from the most basic skills, gradually building up a working knowledge of the various methods, so that by the finish any type of upholstered furniture can be tackled with confidence."
645,117910,"Make It with Style: Window Shades: Creating Roman, Balloon, and Austrian Shades","From a simple, unlined Roman shade to an elegant, scalloped balloon shade, a collection of twenty ingenious projects for window shade treatments features detailed directions, step-by-step illustrations, a resource listing, and variation tips. Original. 20,000 first printing."
645,11962288,Effective implementation of quality management systems,"""This book provides an overview of the types of fibres used in home textiles and the key issues relating to product development, industry standards, regulatory aspects, and evaluation systems. An understanding of these topics can assist the designer or manufacturer in developing product performance and quality in line with the value addition and to maintain the basic concept underlying in green consumerism. The books emphasis is on how to achieve the commercial success of the desired end product through knowledge of the key markets producing various home textiles, scope of development through sustainable and eco-friendly fibres, evaluation systems and above all safety aspects and environmental regulations""--Publisher's web site."
645,12066748,My First Bilingual Book–Home (English–German),"Guaranteed to enrich a toddler’s vocabulary, this simple and fun series of bilingual board books is ideal for helping children discover a foreign language. Highlighting more complex concepts that go beyond colors and numbers, titles in the series feature animals, fruit, home, and vegetables. This collection combines photographs, bright illustrations, and dual-language words in clear, bold text. Suitable for both individuals and groups, these books are a child’s perfect introduction to exploring other cultures."
645,1217285,Upholstery Tips and Hints,This collection of tips is ideal for the practising upholsterer or beginner as it is alphabetically arranged so that you can draw on David's vast experience whenever a query arises. It covers upholstery in great depth and also contains a glossary of terms.
645,12226864,All New Built-Ins Idea Book,"""If we just had a little more space!"" Organization and decluttering are always on homeowners' minds, whether designing their dream home or reconfiguring the one they have. The latest in the popular Idea Book series, the completely revised All New Built-Ins Idea Book builds on the success of the original (one of Taunton's all-time bestsellers) and showcases a wide range of built-in and storage possibilities. A handy visual clip file, it's full of fresh ideas for creating rooms that are both functional and stylish. From niches and bookcases to linen closets and pantries, built-ins can have a huge architectural impact on any home. Starting with the basics, this guide answers the questions of what to store, where to store, and how to store--with design solutions for kitchens, bathrooms, home offices, entertainment spaces, bedrooms, mudrooms, laundry rooms, and more. Readers are sure to make extra room for this richly illustrated space-solver."
645,1224050,New Upholstery,"With the revolution in fabric design, more people want the power of upholstering their own furniture instead of relying on what is in the stores, or reupholstering simply because they love the new fabrics so much. Using the bold array of fabrics available, from ethnic and botanical designs to those that are made to match wallpapers, Americans are upholstering in a way that is a world apart from the stuffy and complicated approach of the past. ""New Upholstery"" matches the new world of fabrics and the hip new attitude toward ""doing-it-yourself"". Fresh, bright designs are made simple with clear step-by-step instructions, materials lists, and cutting details, while color photos of gorgeously-patterned designs provide inspiration. Along with the basics, there are also unexpected and whimsical projects. A glossary is included for beginners"
645,1224054,Decorating With Fabric: More Than 40 Beautiful Projects for Your Home,"Learn how to use fabrics effectively, creatively -- and easily -- to achieve that contemporary interior design magazine style that you've always wanted. Step-by-step instructions and beautiful photographs and illustrations will inspire you to transcend the decorating doldrums by focusing on inventive ideas for cushions, blinds, table linens, bed coverings, and household accessories."
645,12240679,"Inside Asia, Volume 2 (v. 2) (English, French and German Edition)","Holy temples to posh hotels: exceptional interiors from Indonesia to Japan Zen. Soothing. Mystical. Meditative. All the most serene words in the world couldn't begin to describe the effect of Asia's most beautiful interiors. Whether it's a temple in Vietnam, a coffee plantation in Java, or a Tadao Ando-designed house in Japan, each interior chosen for this book is remarkable not only for its aesthetics but for its spirit. The book is ""clothed"" in a silk-like curry-colored fabric adorned with chrysanthemum flowers. These interiors have what it takes to transport you to a sacred place; breathe deeply, delve in, and be inspired. 51 locations in Indonesia, Philippines, Vietnam, Hong Kong, China, and Japan Highlights include: holy temples and Buddhist monasteries posh hotels and charming guest houses Balinease bamboo architecture Javanese coffee plantations modern contemporary houses in Japan designed by Shigeru Ban, Kengo Kuma, and Tadao Ando"
645,122964,The Life Laundry: How to De-Junk Your Life,"""Do your bills and paperwork stack up? Is your living room littered with newspapers? Can you never find a clean shirt in your wardrobe? Everyone has clutter in their home whether its old magazines, clothes that dont fit any more or kitchen utensils bought but never used. What people dont realize is the huge emotional impact this junk has on their life and what an energizing experience it can be to clear it away. In The Life Laundry, storage expert Dawna Walter shows you how to take control of your possessions, with practical exercises to tackle clutter hotspots around your home. Packed with invaluable advice, questionnaires, quick tips and checklists, Dawna will guide you every step of the way, motivating you to let go of the things youve collected but never used and start afresh. And once youve started to organise your possessions, you can follow the advice of antiques dealer, Mark Franks, on how to turn your junk into cash, whether its at a car boot sale, a second-hand shop or an auction house. And, if your clutter is just rubbish, hell tell you how to recycle it. Letting go can be hugely rewarding, freeing up your time for the things which really matter. Practical,"
645,12300399,"Combining Rug Hooking & Braiding: Basics, Borders, & Beyond","This is the comprehensive reference on rug hooking and braiding skills for all fiber artists, especially those looking for a comprehensive guide to combining the two arts into fascinating and creative projects. Filled with photographs and diagrams, the instruction in techniques is clear and detailed with a range of skills for the beginner and advanced artisan. Follow step-by-step instructions to learn how to make centers for rugs or other objects and then move expertly into hooked borders and fancy braids. Learn how to make borders using both arts stacked in multiple layers. Three complete beginning-to-end projects are included that you can use to practice the integration of hooking and braiding: a braided tote bag with a hooked pocket, a braided chair pad with a hooked border, and a lacy braided trivet. In addition to this clear and creative approach to combining rug hooking and braiding, the book is filled with supply lists, a gallery, tips, FAQs, and resources. AUTHOR: McDermet, Manges, and Tobias have many things in common--careers in the healthcare industry to braiding and hooking. They live in Vermont, Pennsylvania, and California."
645,12393502,The Upholstery Bible,"A complete resource for furniture upholstering, regardless of your abilities, with easy-to-follow, illustrated instructions explaining all the essential upholstery techniques, from covering buttons to stripping and upholstering entire chairs. Build your skills at your own pace, with advice on the basics such as choosing materials and tools for the job and estimating yardage, as well as more complex upholstering techniques. It features invaluable advice on what to look for when buying second hand furniture, teaching you what's fixable and what's not as well as how to avoid costly mistakes by choosing the right stitches, and techniques and textiles for the job."
645,1253542,Simply SenseSational® Decorating,"From the initial step of dreaming about your decorating style, to selecting that first fabric, to placing the final touches of accessories, this book gives simple, inexpensive ideas to transform your home one step at a time."
645,1267392,Period-Style Curtains & Soft Furnishings,"There is no style so coveted in interior decoration as authentic period style, and there is no name so identified with period style decorating as Judith Miller. This beautifully illustrated book provides detailed instructions on how to create authentic period looks using curtains, draperies, and soft furnishings. Included are photographs of a wide range of period rooms with step-by-step sewing instructions for 14 projects and inspiration for hundreds more.From tapestry cushions to four-poster bed hangings, from swagged and tailed window coverings to wing chair covers -- every aspect of period draperies and soft furnishing is covered, including photographs of swatches of classic fabrics still available today and backed up by a directory of international suppliers of these period-style fabrics. With hundreds of period ideas shown in more than 450 full-color photographs and step-by-step diagrams, Judith Miller's Guide to Period-Style Curtains and Soft Furnishings is the essential guide for home and professional decorators alike."
